text,department
"my baby feels very hot Also, my child has a cough Also, my infant has a cold Plus, my baby's throat is sore Plus, my infant has breathing problems Also, my child has been throwing up Also, my child is crying from stomach pain Additionally, my child has a rash on their body Furthermore, my baby had a seizure episode I also experience my baby is not feeding well Plus, my infant cries uncontrollably I also experience my baby has low energy Also, my child is not eating On top of that, my child is not gaining weight properly I also experience my baby is smaller than expected Additionally, my baby has developmental delays Also, my baby has an ear infection I also experience my child looks jaundiced Also, my child is not drinking enough fluids Additionally, my infant has wheezing",PEDIATRICS
"I am experiencing dizziness Plus, i am feeling sick to my stomach I also experience i have pressure in my chest On top of that, i have trouble catching my breath Furthermore, i feel my heart racing Also, i have an uneven heartbeat Plus, my BP readings are high I also experience i feel like I might faint On top of that, i have a rapid pulse Also, i have bradycardia Additionally, i have debilitating fatigue On top of that, my legs feel heavy and swollen On top of that, i have pressure and tightness in my chest Plus, my ankles are puffy Furthermore, i am sweating excessively I also experience i have back pain",CARDIOLOGY
"Patient with chief complaint of dizziness weakness, assessed for diabetes uncompl adult",ENDOCRINOLOGY
"Patient with chief complaint of lower extremity pain, assessed for diss abdom aortic aneurysm",CARDIOLOGY
"I have vertigo-like dizziness Also, i feel like I might throw up Furthermore, i have pressure in my chest Also, i have trouble catching my breath I also experience i feel my heart pounding Plus, i feel pulse irregularity Furthermore, i have been diagnosed with high blood pressure Plus, i feel like I am going to pass out Additionally, i have tachycardia Additionally, my heart beats slowly Also, i feel utterly exhausted Additionally, i have swelling in my legs On top of that, i feel chest tightness Additionally, my ankles are puffy Furthermore, i am drenched in sweat Plus, my back hurts",CARDIOLOGY
"my head hurts Additionally, i have vertigo-like dizziness On top of that, i have had seizures Also, i have numbness in my extremities Additionally, i experience tingling in my feet I also experience i cannot move my muscles properly Furthermore, my hands are shaking Plus, i have memory problems Additionally, i am disoriented Also, i feel like I might fall Plus, i struggle to walk Furthermore, i cannot speak clearly Furthermore, one side of my face feels weak Also, i was unconscious for a period Furthermore, i have sharp nerve pain Furthermore, my muscles feel stiff Plus, i have trouble with fine motor tasks Also, i have insomnia",NEUROLOGY
"I have a throbbing headache Additionally, i have vertigo-like dizziness I also experience i had a seizure episode Also, i have numbness Additionally, i have a tingling sensation all over Also, i cannot move my muscles properly I also experience i experience involuntary shaking Furthermore, i have memory loss Plus, i am disoriented On top of that, i have balance problems I also experience i have difficulty walking On top of that, i cannot speak clearly Also, i have facial paralysis Additionally, i was unconscious for a period Also, i experience shooting nerve pain I also experience i experience muscle rigidity Also, i have trouble with fine motor tasks On top of that, i cannot sleep well",NEUROLOGY
"my back is very sore Furthermore, i have numbness Additionally, i have difficulty walking Furthermore, my joints are aching Furthermore, i have neck pain Furthermore, my knee is swollen and painful I also experience my shoulder is very sore Additionally, i feel pain in my hip Additionally, i feel deep bone pain Additionally, i have muscle cramps and pain Plus, my joints are swollen On top of that, i have trouble moving my joints Plus, my movement is limited Plus, i have a stress fracture Plus, my muscle strength is declining Additionally, i have a constant tingling sensation Also, i have plantar fasciitis-like heel pain I also experience i have a sprain from sports",ORTHOPEDICS
"I have been having headaches Additionally, i feel lightheaded Furthermore, i experienced a seizure Furthermore, i have numbness On top of that, i have pins and needles feeling I also experience i have muscle weakness Furthermore, i have a tremor in my hands Also, i have memory loss I also experience i have mental confusion Furthermore, i have trouble maintaining balance Plus, i cannot walk properly Furthermore, i have speech problems Furthermore, my face droops On top of that, i had a loss of consciousness Plus, i experience shooting nerve pain I also experience my muscles feel stiff On top of that, i cannot coordinate my movements well On top of that, i cannot sleep well",NEUROLOGY
"Emergency presentation: dyspnea abnormal lab values, vitals show heart rate 59 bpm",HEMATOLOGY
"my infant is feverish Also, my baby has a persistent cough Additionally, my child has cold symptoms Plus, my baby has a sore throat Furthermore, my child is struggling to breathe I also experience my baby cannot keep milk down Also, my baby has a stomach ache Plus, my child has a rash on their body On top of that, my baby had a seizure Also, my baby is not feeding well Also, my child cries all the time I also experience my child is lethargic On top of that, my baby refuses to eat Additionally, my infant is too small Additionally, my child is not growing properly On top of that, my child is not meeting milestones Additionally, my baby has ear pain Furthermore, my child looks jaundiced Also, my baby has dry mouth and no tears Furthermore, my child has a wheezing sound when breathing",PEDIATRICS
"Patient with chief complaint of dizziness weakness, assessed for other malaise and fatigue",GENERAL MEDICINE
"I have been having headaches Plus, the room feels like it is spinning Additionally, i experienced a seizure I also experience i feel tingling and numb On top of that, i have tingling sensations On top of that, i cannot move my muscles properly Furthermore, i experience involuntary shaking Additionally, my memory is getting worse I also experience i have mental confusion On top of that, i have trouble maintaining balance Furthermore, i cannot walk properly Furthermore, i have speech problems Plus, i have facial paralysis Furthermore, i had a loss of consciousness On top of that, i have nerve pain Additionally, i have muscle stiffness Plus, i have poor coordination Furthermore, i have insomnia",NEUROLOGY
"Patient with chief complaint of weakness hypotension, assessed for urinary tract infection site not specified",UROLOGY
"Patient with chief complaint of etoh suicidal ideation, assessed for fall on from unspecified stairs and steps init encntr",ORTHOPEDICS
"Patient with chief complaint of etoh hallucinations, assessed for elevated white blood cell count unspecified",HEMATOLOGY
"I am running a fever Furthermore, i have a dry cough On top of that, i have no energy On top of that, i feel weak all over On top of that, my head hurts Also, i feel lightheaded Plus, i have widespread body pain I also experience i have stomach pain Furthermore, i have nausea On top of that, i cannot keep food down",GENERAL MEDICINE
